rule,width,seed,layer,status,final_loss,wall,h0,sigma0,rho_init,rel_perturb,rel_analytic,mean_h,mean_var,offdiag,cv_h,r_final,h0_frac,h0_env_frac,t_1e-02,t_1e-03,t_1e-04,t_1e-06
A,512,0,W5,ok,0.0,328.6,0.004,0.09117319756073991,3.5809462893872084,3.4516329621919195,3.2622711381073137,0.31976282596588135,0.002378894714638591,2.2112656717157617,7.5297346115112305,606.5034790039062,79.94070649147034,3402.3546112429963,30,30,30,30
A,512,1,W1,ok,0.0,309.0,0.004,0.09117319756073991,0.22287450714680515,0.16640755726744041,0.0073349636868176105,0.017021499574184418,0.013942666351795197,1.8752681415827945,3.0292251110076904,13.289087295532227,4.255374893546104,181.11291514754245,30,30,30,30
A,512,1,W2,ok,0.0,309.0,0.004,0.09117319756073991,3.578516294780538,3.5347211032525077,0.15633303984252708,0.0003066020435653627,0.32587945461273193,0.8150779495063988,9.59921646118164,1.180656909942627,0.07665051089134067,3.26232067029719,30,30,30,30
A,512,1,W3,ok,0.0,309.0,0.004,0.09117319756073991,3.5768416720631016,3.5508224602417693,0.1568532126975557,0.00023707924992777407,0.327487051486969,0.9576277022036319,4.348897457122803,0.9754040241241455,0.05926981248194352,2.5225811561593465,30,30,30,30
A,512,1,W4,ok,0.0,309.0,0.004,0.09117319756073991,3.5759741208788967,3.1762722522627183,0.1412441412196567,0.00020584164303727448,0.33160433173179626,0.8660372143606913,4.607726573944092,0.9777266979217529,0.05146041075931862,2.1902053850638423,30,30,30,30
A,512,1,W5,ok,0.0,309.0,0.004,0.09117319756073991,3.5914114795174767,2.131762581514228,2.965516889448319,0.11205553263425827,0.004856729879975319,2.799437431072062,6.105008602142334,172.9802703857422,28.013883158564568,1192.2982511235946,30,30,30,30
A,512,2,W1,ok,0.0,313.0,0.004,0.09117319756073991,0.22392125869408724,0.16707939664864596,0.007417198502763976,0.024427618831396103,0.01955464854836464,2.392643402533759,5.191098213195801,32.094970703125,6.106904707849026,259.9158339361023,59,99,104,116
A,512,2,W2,ok,0.0,313.0,0.004,0.09117319756073991,3.5756870332366497,3.4832896008932783,0.15305000864876572,0.00012343854177743196,0.3343181312084198,0.5389336318188046,3.0330235958099365,0.9736495614051819,0.03085963544435799,1.3134162501627655,59,99,104,116
A,512,2,W3,ok,0.0,313.0,0.004,0.09117319756073991,3.5628508960831184,3.231467751004017,0.1435222836431865,0.00012684802641160786,0.3494431972503662,0.7445329809344104,1.3844090700149536,0.9692824482917786,0.031712006602901965,1.349693999873072,59,99,104,116
A,512,2,W4,ok,0.0,313.0,0.004,0.09117319756073991,3.574865992429528,3.041609718930576,0.13595902828736509,0.00012265806435607374,0.3469836711883545,0.6690115594565977,1.3165855407714844,0.9701762795448303,0.030664516089018434,1.3051117796680853,59,99,104,116
